
# Arjan Koning 2023-09-07 (p,2n)

O0689008  1 # AK 2023-09-06 p  82 206 016  Bell 1956
O0689014  1 # AK 2023-09-06 p  82 207 016  Bell 1956
E2715003  1 # AK 2023-09-06 p  59 141 016  Aikawa 2021
O1352002  1 # AK 2023-09-06 p  59 141 016  Hilgers 2005
O1352007  1 # AK 2023-09-06 p  59 141 016  Hilgers 2005
A0510009  1 # AK 2023-09-06 p  21  45 016  Levkovski 1991
C0438002  1 # AK 2023-09-06 p  21  45 016  Ejnisman 1996
C0438003  0 # AK 2023-09-06 p  21  45 016  Ejnisman 1996
D4211006  1 # AK 2023-09-06 p  21  45 016  Daraban 2009
A0253003  1 # AK 2023-09-06 p  34  76 016  Paans 1980
A0510133  1 # AK 2023-09-06 p  34  76 016  Levkovski 1991
D0083003  1 # AK 2023-09-06 p  34  76 016  Kovacs 1985
D0164006  1 # AK 2023-09-06 p  34  76 016  Hassan 2004
A0510137  1 # AK 2023-09-06 p  34  77 016  Levkovski 1991
D0164009  1 # AK 2023-09-06 p  34  77 016  Hassan 2004
D0568004  1 # AK 2023-09-06 p  34  77 016  Spahn 2009
A0510141  1 # AK 2023-09-06 p  34  78 016  Levkovski 1991
D4239003  1 # AK 2023-09-06 p  34  78 016  Spahn 2010
E2172003  1 # AK 2023-09-06 p  62 147 016  Katoh 2002
B0069003T 1 # AK 2023-09-06 p  38  88 016  Sachdev 1967
C0695005  1 # AK 2023-09-06 p  73 181 016  Thomas 1967
D4121003  1 # AK 2023-09-06 p  52 120 016  Hohn 1998
O0677004  1 # AK 2023-09-06 p  52 122 016  Hohn 1998
A04730022 1 # AK 2023-09-06 p  52 123 016  Scholten 1989
D4019003  1 # AK 2023-09-06 p  52 124 016  Scholten 1995
A0215003  1 # AK 2023-09-06 p  52 125 016  Hohn 2001
D4202003  1 # AK 2023-09-06 p  52 126 016  Scholten 2007
A0348004  1 # AK 2023-09-06 p  90 232 016  Celler 1981
O0020026  1 # AK 2023-09-06 p  90 232 016  Kudo 1982
A0510023  1 # AK 2023-09-06 p  22  48 016  Levkovski 1991
D40600022 1 # AK 2023-09-06 p  22  48 016  Gadioli 1981
A0510027  1 # AK 2023-09-06 p  22  49 016  Levkovski 1991
C0522002  1 # AK 2023-09-06 p  22  49 016  Westjr 1993
O2399005  1 # AK 2023-09-06 p  92 235 016  Gromova 2014
C1501002  0 # AK 2023-09-06 p  74 182 016  Lapi 2007
A0436002  1 # AK 2023-09-06 p  54 124 016  Kurenkov 1989
D4029002  1 # AK 2023-09-06 p  54 124 016  Tarkanyi 1991
D4238002  1 # AK 2023-09-06 p  54 124 016  Hermanne 2011
A0526002  1 # AK 2023-09-06 p  54 126 016  Venikov 1993
A0403003  1 # AK 2023-09-06 p  39  89 016  Mustafa 1988
A0510186  1 # AK 2023-09-06 p  39  89 016  Levkovski 1991
D0584002  1 # AK 2023-09-06 p  39  89 016  Omara 2009
D0629011  1 # AK 2023-09-06 p  39  89 016  Steyn 2011
D0675003  1 # AK 2023-09-06 p  39  89 016  Khandaker 2012
D41670041 0 # AK 2023-09-06 p  39  89 016  Tarkanyi 2004
E1934003  0 # AK 2023-09-06 p  39  89 016  Uddin 2005
O0276214  1 # AK 2023-09-06 p  39  89 016  Michel 1997
S0040003  1 # AK 2023-09-06 p  39  89 016  ZhaoWenrongg 1992
T0195003  0 # AK 2023-09-06 p  39  89 016  Saha 1966
A0510088  1 # AK 2023-09-06 p  30  66 016  Levkovski 1991
A03210052 1 # AK 2023-09-06 p  30  67 016  Little 1983
A0510091  1 # AK 2023-09-06 p  30  67 016  Levkovski 1991
C05060042 1 # AK 2023-09-06 p  30  67 016  Szelecsenyi 1998
D40040032 1 # AK 2023-09-06 p  30  67 016  Tarkanyi 1990
D40250032 1 # AK 2023-09-06 p  30  67 016  Szelecsenyi 1994
D4093005  0 # AK 2023-09-06 p  30  67 016  Hermanne 1997
A03210061 0 # AK 2023-09-06 p  30  68 016  Little 1983
A04940052 0 # AK 2023-09-06 p  30  68 016  Hermanne 1991
A0510094  1 # AK 2023-09-06 p  30  68 016  Levkovski 1991
C05060061 1 # AK 2023-09-06 p  30  68 016  Szelecsenyi 1998
D40040042 1 # AK 2023-09-06 p  30  68 016  Tarkanyi 1990
D40250041 1 # AK 2023-09-06 p  30  68 016  Szelecsenyi 1994
D40880052 1 # AK 2023-09-06 p  30  68 016  Hermanne 1999
D40930091 1 # AK 2023-09-06 p  30  68 016  Hermanne 1997
D4276006  1 # AK 2023-09-06 p  30  68 016  Szelecsenyi 2012
E1935006  1 # AK 2023-09-06 p  30  68 016  Szelecsenyi 2005
O1002003  1 # AK 2023-09-06 p  30  68 016  Stoll 2002
A0510197  1 # AK 2023-09-06 p  40  91 016  Levkovski 1991
D4104009  1 # AK 2023-09-06 p  13  27 016  Wilson 1976
C0695009  1 # AK 2023-09-06 p  79 197 016  Thomas 1967
C2506002  1 # AK 2023-09-06 p   4   9 016  Davison 1974
E0058003  1 # AK 2023-09-06 p  83 209 016  Miyano 1973
O0422002  1 # AK 2023-09-06 p  83 209 016  Andre 1956
P0010006  1 # AK 2023-09-06 p  83 209 016  Daly 1964
A0510006  1 # AK 2023-09-06 p  20  44 016  Levkovski 1991
O2423002  1 # AK 2023-09-06 p  20  44 016  Carzaniga 2017
O2422002  1 # AK 2023-09-06 p  20  48 016  Carzaniga 2019
A0001003  1 # AK 2023-09-06 p  48 110 016  Skakun 1975
P0019004  1 # AK 2023-09-06 p  48 110 016  Otozai 1966
A0001005  1 # AK 2023-09-06 p  48 111 016  Skakun 1975
A0335004  1 # AK 2023-09-06 p  48 111 016  Marten 1985
A0001007  1 # AK 2023-09-06 p  48 112 016  Skakun 1975
D4027007  1 # AK 2023-09-06 p  48 112 016  Tarkanyi 1994
D4320002  1 # AK 2023-09-06 p  48 112 016  Hermanne 2014
P0019011  1 # AK 2023-09-06 p  48 112 016  Otozai 1966
A0001009  1 # AK 2023-09-06 p  48 113 016  Skakun 1975
A0193003  1 # AK 2023-09-06 p  58 140 016  Zeisler 2000
E1877003  1 # AK 2023-09-06 p  58 140 016  Furukawa 1967
A0510079  1 # AK 2023-09-06 p  29  63 016  Levkovski 1991
B0017006  0 # AK 2023-09-06 p  29  63 016  Ghoshal 1950
C0537021  1 # AK 2023-09-06 p  29  63 016  Greenwood 1984
D0499002  1 # AK 2023-09-06 p  29  63 016  XuYongJunnn 2001
O1600002  1 # AK 2023-09-06 p  29  63 016  Uddin 2007
C2018009  1 # AK 2023-09-06 p  66 161 016  May 1964
C2018011  1 # AK 2023-09-06 p  66 162 016  May 1964
D4230005  1 # AK 2023-09-06 p  68 166 016  Tarkanyi 2010
D4230004  1 # AK 2023-09-06 p  68 167 016  Tarkanyi 2010
A0182004  1 # AK 2023-09-06 p  26  56 016  Lagunassolar 1979
A0510047  1 # AK 2023-09-06 p  26  56 016  Levkovski 1991
S0041003  1 # AK 2023-09-06 p  26  56 016  ZHAOWENRONGG 1993
A0510051  1 # AK 2023-09-06 p  26  57 016  Levkovski 1991
A0510056  1 # AK 2023-09-06 p  26  58 016  Levkovski 1991
A0510101  1 # AK 2023-09-06 p  31  69 016  Levkovski 1991
B0050014  1 # AK 2023-09-06 p  31  69 016  Cohen 1955
P0014003  1 # AK 2023-09-06 p  31  69 016  Porile 1963
A0510112  1 # AK 2023-09-06 p  32  72 016  Levkovski 1991
A0510115  1 # AK 2023-09-06 p  32  73 016  Levkovski 1991
O1618005  1 # AK 2023-09-06 p  36  78 016  Helus 1991
O1618007  1 # AK 2023-09-06 p  36  80 016  Helus 1991
A04890031 0 # AK 2023-09-06 p  36  82 016  Kovacs 1991
A04890052 1 # AK 2023-09-06 p  36  84 016  Kovacs 1991
A0510239  1 # AK 2023-09-06 p  42  97 016  Levkovski 1991
C2413025  1 # AK 2023-09-06 p  42  97 016  Lamere 2019
O2103008  0 # AK 2023-09-06 p  42 100 016  Delaunayolkowsky 1963
O2244003  1 # AK 2023-09-06 p  60 150 016  Olkowsky 1961
D4020002  1 # AK 2023-09-06 p  28  61 016  Szelecsenyi 1993
A0510071  1 # AK 2023-09-06 p  28  62 016  Levkovski 1991
C1267009  0 # AK 2023-09-06 p  28  62 016  Sterns 1962
C2376009  0 # AK 2023-09-06 p  28  62 016  Stearns 1962
D0056003  1 # AK 2023-09-06 p  28  62 016  Piel 1992
O0689008  1 # AK 2023-09-06 p  82 206 016  Bell 1956
O0689014  1 # AK 2023-09-06 p  82 207 016  Bell 1956
E2715003  1 # AK 2023-09-06 p  59 141 016  Aikawa 2021
O1352002  1 # AK 2023-09-06 p  59 141 016  Hilgers 2005
O1352007  1 # AK 2023-09-06 p  59 141 016  Hilgers 2005
A0510009  1 # AK 2023-09-06 p  21  45 016  Levkovski 1991
C0438002  1 # AK 2023-09-06 p  21  45 016  Ejnisman 1996
C0438003  0 # AK 2023-09-06 p  21  45 016  Ejnisman 1996
D4211006  1 # AK 2023-09-06 p  21  45 016  Daraban 2009
A0253003  1 # AK 2023-09-06 p  34  76 016  Paans 1980
A0510133  1 # AK 2023-09-06 p  34  76 016  Levkovski 1991
D0083003  1 # AK 2023-09-06 p  34  76 016  Kovacs 1985
D0164006  1 # AK 2023-09-06 p  34  76 016  Hassan 2004
A0510137  1 # AK 2023-09-06 p  34  77 016  Levkovski 1991
D0164009  1 # AK 2023-09-06 p  34  77 016  Hassan 2004
D0568004  1 # AK 2023-09-06 p  34  77 016  Spahn 2009
A0510141  1 # AK 2023-09-06 p  34  78 016  Levkovski 1991
D4239003  1 # AK 2023-09-06 p  34  78 016  Spahn 2010
E2172003  1 # AK 2023-09-06 p  62 147 016  Katoh 2002
B0069003T 1 # AK 2023-09-06 p  38  88 016  Sachdev 1967
C0695005  1 # AK 2023-09-06 p  73 181 016  Thomas 1967
D4121003  1 # AK 2023-09-06 p  52 120 016  Hohn 1998
O0677004  1 # AK 2023-09-06 p  52 122 016  Hohn 1998
A04730022 1 # AK 2023-09-06 p  52 123 016  Scholten 1989
D4019003  1 # AK 2023-09-06 p  52 124 016  Scholten 1995
A0215003  1 # AK 2023-09-06 p  52 125 016  Hohn 2001
D4202003  1 # AK 2023-09-06 p  52 126 016  Scholten 2007
A0348004  1 # AK 2023-09-06 p  90 232 016  Celler 1981
O0020026  1 # AK 2023-09-06 p  90 232 016  Kudo 1982
A0510023  1 # AK 2023-09-06 p  22  48 016  Levkovski 1991
D40600022 1 # AK 2023-09-06 p  22  48 016  Gadioli 1981
A0510027  1 # AK 2023-09-06 p  22  49 016  Levkovski 1991
C0522002  1 # AK 2023-09-06 p  22  49 016  Westjr 1993
O2399005  1 # AK 2023-09-06 p  92 235 016  Gromova 2014
C1501002  0 # AK 2023-09-06 p  74 182 016  Lapi 2007
A0436002  1 # AK 2023-09-06 p  54 124 016  Kurenkov 1989
D4029002  1 # AK 2023-09-06 p  54 124 016  Tarkanyi 1991
D4238002  1 # AK 2023-09-06 p  54 124 016  Hermanne 2011
A0526002  1 # AK 2023-09-06 p  54 126 016  Venikov 1993
A0403003  1 # AK 2023-09-06 p  39  89 016  Mustafa 1988
A0510186  1 # AK 2023-09-06 p  39  89 016  Levkovski 1991
D0584002  1 # AK 2023-09-06 p  39  89 016  Omara 2009
D0629011  1 # AK 2023-09-06 p  39  89 016  Steyn 2011
D0675003  1 # AK 2023-09-06 p  39  89 016  Khandaker 2012
D41670041 0 # AK 2023-09-06 p  39  89 016  Tarkanyi 2004
E1934003  0 # AK 2023-09-06 p  39  89 016  Uddin 2005
O0276214  1 # AK 2023-09-06 p  39  89 016  Michel 1997
S0040003  1 # AK 2023-09-06 p  39  89 016  ZhaoWenrongg 1992
T0195003  0 # AK 2023-09-06 p  39  89 016  Saha 1966
A0510088  1 # AK 2023-09-06 p  30  66 016  Levkovski 1991
A03210052 1 # AK 2023-09-06 p  30  67 016  Little 1983
A0510091  1 # AK 2023-09-06 p  30  67 016  Levkovski 1991
C05060042 1 # AK 2023-09-06 p  30  67 016  Szelecsenyi 1998
D40040032 1 # AK 2023-09-06 p  30  67 016  Tarkanyi 1990
D40250032 1 # AK 2023-09-06 p  30  67 016  Szelecsenyi 1994
D4093005  0 # AK 2023-09-06 p  30  67 016  Hermanne 1997
A03210061 0 # AK 2023-09-06 p  30  68 016  Little 1983
A04940052 0 # AK 2023-09-06 p  30  68 016  Hermanne 1991
A0510094  1 # AK 2023-09-06 p  30  68 016  Levkovski 1991
C05060061 1 # AK 2023-09-06 p  30  68 016  Szelecsenyi 1998
D40040042 1 # AK 2023-09-06 p  30  68 016  Tarkanyi 1990
D40250041 1 # AK 2023-09-06 p  30  68 016  Szelecsenyi 1994
D40880052 1 # AK 2023-09-06 p  30  68 016  Hermanne 1999
D40930091 1 # AK 2023-09-06 p  30  68 016  Hermanne 1997
D4276006  1 # AK 2023-09-06 p  30  68 016  Szelecsenyi 2012
E1935006  1 # AK 2023-09-06 p  30  68 016  Szelecsenyi 2005
O1002003  1 # AK 2023-09-06 p  30  68 016  Stoll 2002
A0510197  1 # AK 2023-09-06 p  40  91 016  Levkovski 1991

# Arjan Koning 2023-09-07 (a,2n)

A0319012  1 # AK 2023-09-09 a  47 107 016  Misaelides 1980
D6155002  1 # AK 2023-09-09 a  47 107 016  Guin 1992
D6208005  1 # AK 2023-09-09 a  47 107 016  Chaubey 1990
D6218003  1 # AK 2023-09-09 a  47 107 016  Singh 1987
O1168003  1 # AK 2023-09-09 a  47 107 016  Peng 1996
R0039012  1 # AK 2023-09-09 a  47 107 016  Porges 1956
S0034004  1 # AK 2023-09-09 a  47 107 016  HeFuqingg 1994
D0065002  1 # AK 2023-09-10 a  47 109 016  Patel 1996
D4225002  1 # AK 2023-09-10 a  47 109 016  Mukherjee 1991
D4327010  1 # AK 2023-09-10 a  47 109 016  Tarkanyi 2015
D6155006  1 # AK 2023-09-10 a  47 109 016  Guin 1992
D6208007  0 # AK 2023-09-10 a  47 109 016  Chaubey 1990
D6218006  1 # AK 2023-09-10 a  47 109 016  Singh 1987
E1876004  1 # AK 2023-09-10 a  47 109 016  Fukushima 1965
F0835003  1 # AK 2023-09-10 a  47 109 016  Chuvilskaya 1999
O1168004  1 # AK 2023-09-10 a  47 109 016  Peng 1996
O1235007  0 # AK 2023-09-10 a  47 109 016  Wasilevsky 1985
P0094002  1 # AK 2023-09-10 a  47 109 016  Bleuler 1953
R0039010  1 # AK 2023-09-10 a  47 109 016  Porges 1956
S0034003  1 # AK 2023-09-10 a  47 109 016  HeFuqingg 1994
A0184007S 1 # AK 2023-09-10 a  33  75 016  Nozaki 1979
A0232006  1 # AK 2023-09-10 a  33  75 016  Alfassi 1982
A0243002  1 # AK 2023-09-10 a  33  75 016  Waters 1973
A0346002  1 # AK 2023-09-10 a  33  75 016  Qaim 1986
O2337003  1 # AK 2023-09-10 a  33  75 016  Breunig 2017
A0222004  1 # AK 2023-09-10 a  79 197 016  Necheva 1997
A0614003  1 # AK 2023-09-10 a  79 197 016  Singh 1988
B0002003  1 # AK 2023-09-10 a  79 197 016  Kurz 1971
B0042003  1 # AK 2023-09-10 a  79 197 016  Lanzafame 1970
B0172003  1 # AK 2023-09-10 a  79 197 016  Nagame 1979
C1516004  1 # AK 2023-09-10 a  79 197 016  Basunia 2007
D0030003  1 # AK 2023-09-10 a  79 197 016  Calboreanu 1982
D0050003  1 # AK 2023-09-10 a  79 197 016  Capurro 1985
D4406002  1 # AK 2023-09-10 a  79 197 016  Szucs 2019
F0858003  1 # AK 2023-09-10 a  79 197 016  Kulko 2007
O1181003  1 # AK 2023-09-10 a  79 197 016  Shah 1995
O1206003  1 # AK 2023-09-10 a  79 197 016  Bhardwaj 1986
O1266013  1 # AK 2023-09-10 a  79 197 016  Ismail 1998
P0086002  1 # AK 2023-09-10 a  79 197 016  Vandevijver 1963
P0107003  1 # AK 2023-09-10 a  79 197 016  Vinciguerra 1966
A0330005  1 # AK 2023-09-10 a   4   9 016  Anders 1981
F0284004  1 # AK 2023-09-10 a   4   9 016  Brill 1959
A02460022 1 # AK 2023-09-10 a  83 209 016  Ramler 1959
A0249002  1 # AK 2023-09-10 a  83 209 016  Lambrecht 1985
D0490002  1 # AK 2023-09-10 a  83 209 016  Kelly 1949
D0493002  0 # AK 2023-09-10 a  83 209 016  Stickler 1974
O12720021 1 # AK 2023-09-10 a  83 209 016  Hermanne 2005
O12720022 1 # AK 2023-09-10 a  83 209 016  Hermanne 2005
O12720023 1 # AK 2023-09-10 a  83 209 016  Hermanne 2005
A0452002  1 # AK 2023-09-10 a  35  79 016  Sathik 2002
A0510459  1 # AK 2023-09-10 a  35  79 016  Levkovski*0.82 1991
A0510465  1 # AK 2023-09-10 a  35  81 016  Levkovski*0.82 1991
E1967004  1 # AK 2023-09-10 a  35  81 016  Homma 1979
A0510262  1 # AK 2023-09-10 a  20  42 016  Levkovski*0.82 1991
C2121005  1 # AK 2023-09-10 a  48 106 016  Hahn 1965
C1129003  1 # AK 2023-09-10 a  98 252 016  Sikkeland 1959
A0147002  1 # AK 2023-09-10 a  27  59 016  Michel 1980
A0510347  1 # AK 2023-09-10 a  27  59 016  Levkovski*0.82 1991
A0628007  1 # AK 2023-09-10 a  27  59 016  Singh 1993
A0644003  1 # AK 2023-09-10 a  27  59 016  Zhukova 1972
C1267002  1 # AK 2023-09-10 a  27  59 016  Sterns 1962
C2376005  0 # AK 2023-09-10 a  27  59 016  Stearns 1962
D0394002  1 # AK 2023-09-10 a  27  59 016  Gadioli 1984
D0530011  1 # AK 2023-09-10 a  27  59 016  Budzanowski 1967
E1928003  1 # AK 2023-09-10 a  27  59 016  Szelecsenyi 2002
E2073002  1 # AK 2023-09-10 a  27  59 016  Homma 1976
O1238002  1 # AK 2023-09-10 a  27  59 016  Afzalansari 2004
O1397003  1 # AK 2023-09-10 a  27  59 016  Skulski 1992
A0510307  1 # AK 2023-09-10 a  24  50 016  Levkovski*0.82 1991
D6091004  1 # AK 2023-09-10 a  55 133 016  Sathik 1996
A0510369  1 # AK 2023-09-10 a  29  63 016  Levkovski*0.82 1991
B0156004  0 # AK 2023-09-10 a  29  63 016  Porile 1959
C2306002  1 # AK 2023-09-10 a  29  63 016  Morrison 1959
D6021022  1 # AK 2023-09-10 a  29  63 016  Navin 2004
A0465006  1 # AK 2023-09-10 a  29  65 016  Bhardwaj 1988
A0510375  1 # AK 2023-09-10 a  29  65 016  Levkovski*0.82 1991
A0647004  1 # AK 2023-09-10 a  29  65 016  Zhukova 1970
B0040018  0 # AK 2023-09-10 a  29  65 016  Graf 1974
B0079017  1 # AK 2023-09-10 a  29  65 016  Bryant 1963
B0156005  0 # AK 2023-09-10 a  29  65 016  Porile 1959
D00700021 1 # AK 2023-09-10 a  29  65 016  Watson 1973
D00700022 1 # AK 2023-09-10 a  29  65 016  Watson 1973
D0090007  1 # AK 2023-09-10 a  29  65 016  Rizvi 1987
D0092004  1 # AK 2023-09-10 a  29  65 016  Bonesso 1991
D0099003  1 # AK 2023-09-10 a  29  65 016  Singh 1994
D0119004  0 # AK 2023-09-10 a  29  65 016  Zweit 1987
D0136002  1 # AK 2023-09-10 a  29  65 016  Mohanrao 1991
D6021002  1 # AK 2023-09-10 a  29  65 016  Navin 2004
F1233009  1 # AK 2023-09-10 a  29  65 016  Didik 1994
O1180005  1 # AK 2023-09-10 a  29  65 016  Mukherjee 1997
R0039002  0 # AK 2023-09-10 a  29  65 016  Porges 1956
R0052006  1 # AK 2023-09-10 a  68 164 016  Martinjr 1966
F1456006  1 # AK 2023-09-10 a  63 151 016  Moiseeva 2021
A0510328  1 # AK 2023-09-10 a  26  54 016  Levkovski*0.82 1991
P0057008  1 # AK 2023-09-10 a  26  54 016  Tanaka 1960
P0057009  1 # AK 2023-09-10 a  26  54 016  Tanaka 1960
P0058010  1 # AK 2023-09-10 a  26  54 016  Houck 1961
A0510405  1 # AK 2023-09-10 a  31  69 016  Levkovski*0.82 1991
A0631004  1 # AK 2023-09-10 a  31  69 016  Rizvi 1989
F0068003  1 # AK 2023-09-10 a  31  69 016  Ismail 1990
F1233002  1 # AK 2023-09-10 a  31  69 016  Didik 1994
F1233003  1 # AK 2023-09-10 a  31  69 016  Didik 1994
A0400004  1 # AK 2023-09-10 a  32  70 016  Calboreanu 1987
A0510413  1 # AK 2023-09-10 a  32  70 016  Levkovski*0.82 1991
P0074002  1 # AK 2023-09-10 a  32  70 016  Amiel 1959
A0510422  1 # AK 2023-09-10 a  32  73 016  Levkovski*0.82 1991
D0068003  1 # AK 2023-09-11 a  67 165 016  Gadkari 1997
D0600003  1 # AK 2023-09-11 a  67 165 016  Sau 1968
D4195003  1 # AK 2023-09-11 a  67 165 016  Singh 1995
D4215003  0 # AK 2023-09-11 a  67 165 016  Wilkinson 1949
D4222013  0 # AK 2023-09-11 a  67 165 016  Homma 1980
D4225005  1 # AK 2023-09-11 a  67 165 016  Mukherjee 1991
D4275003  1 # AK 2023-09-11 a  67 165 016  Tarkanyi 2010
E2650004  1 # AK 2023-09-11 a  67 165 016  Usman 2020
F1469005  1 # AK 2023-09-11 a  67 165 016  Kormazeva 2022
O1085003  1 # AK 2023-09-11 a  67 165 016  Singh 1992
O1118006  1 # AK 2023-09-11 a  67 165 016  Ramarao 1987
R0052005  1 # AK 2023-09-11 a  67 165 016  Martinjr 1966
D6091002  1 # AK 2023-09-11 a  53 127 016  Sathik 1996
A0622004  1 # AK 2023-09-11 a  49 113 016  Antropov 1990
D6209003  1 # AK 2023-09-11 a  49 113 016  Bhardwaj 1992
A0277005  1 # AK 2023-09-11 a  49 115 016  Antropov 1991
D6209005  1 # AK 2023-09-11 a  49 115 016  Bhardwaj 1992
E2574005  1 # AK 2023-09-11 a  49 115 016  Aikawa 2018
D0142003  1 # AK 2023-09-11 a  77 191 016  Bhardwaj 1992
O1266003  1 # AK 2023-09-11 a  77 191 016  Ismail 1998
O1266005  1 # AK 2023-09-11 a  77 193 016  Ismail 1998
A0510258  1 # AK 2023-09-11 a  19  41 016  Levkovski*0.82 1991
C1280003  1 # AK 2023-09-11 a  19  41 016  Matsuo 1961
A0887002  1 # AK 2023-09-11 a  36  80 016  Zagryadskii 2011
D5180003  1 # AK 2023-09-11 a  71 175 016  Vishnevsky 2016
A0159017  1 # AK 2023-09-11 a  25  55 016  Michel 1982
A0510321  1 # AK 2023-09-11 a  25  55 016  Levkovski*0.82 1991
A0630003  1 # AK 2023-09-11 a  25  55 016  Rizvi 1989
D4018010  1 # AK 2023-09-11 a  25  55 016  Sudar 1994
D6161003  1 # AK 2023-09-11 a  25  55 016  Singh 1991
P0056003  1 # AK 2023-09-11 a  25  55 016  Tanaka 1960
P0064003  1 # AK 2023-09-11 a  25  55 016  Iwata 1962
S0013004  1 # AK 2023-09-11 a  25  55 016  LongXianguann 1990
A0510514  1 # AK 2023-09-11 a  42  92 016  Levkovski*0.82 1991
B0040004  1 # AK 2023-09-11 a  42  92 016  Graf 1974
D4016003  1 # AK 2023-09-11 a  42  92 016  Denzler 1995
A0510532  1 # AK 2023-09-11 a  42  95 016  Levkovski*0.82 1991
B0040013  1 # AK 2023-09-11 a  42  95 016  Graf 1974
D01210033 1 # AK 2023-09-11 a  41  93 016  Agarwal 2002
D0140003  1 # AK 2023-09-11 a  41  93 016  Branquinho 1979
D03600021 1 # AK 2023-09-11 a  41  93 016  Mukherjee 2005
D6008005  1 # AK 2023-09-11 a  41  93 016  Sharma 2007
D6118013  1 # AK 2023-09-11 a  41  93 016  Palshetkar 2010
D6171005  1 # AK 2023-09-11 a  41  93 016  Amanuel 2011
O0076010  1 # AK 2023-09-12 a  28  58 016  Antropov 1985
A0510359  1 # AK 2023-09-12 a  28  60 016  Levkovski*0.82 1991
B0017003  1 # AK 2023-09-12 a  28  60 016  Ghoshal 1950
D6067006  0 # AK 2023-09-12 a  28  60 016  AbhishekYadavv 2008
P0037009  1 # AK 2023-09-12 a  28  60 016  Tanaka 1960
D6067008  1 # AK 2023-09-12 a  28  61 016  AbhishekYadavv 2008
O0076011  1 # AK 2023-09-12 a  28  61 016  Antropov 1985
C0719020  1 # AK 2023-09-12 a  93 237 016  Lessler 1966
